Title,Authors,Publication Name,Publication Year,DOI,Link
An Effective Air Pollution Prediction Model Using Machine Learning Algorithms,Subramanian K.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-05-01,10.37934/ARASET.47.2.6875,https://api.elsevier.com/content/abstract/scopus_id/85200602872
Ransomware Early Detection using Machine Learning Approach and Pre-Encryption Boundary Identification,Zakaria W.Z.A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-05-01,10.37934/ARASET.47.2.121137,https://api.elsevier.com/content/abstract/scopus_id/85200582000
Counting sheep: human experience vs. Yolo algorithm with drone to determine population,Ninahuanca Carhuas J.,Veterinary Integrative Sciences,2025-05-01,10.12982/VIS.2025.032,https://api.elsevier.com/content/abstract/scopus_id/85199965770
Lung Infection Detection via CT Images and Transfer Learning Techniques in Deep Learning,Shames M.A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-05-01,10.37934/araset.47.1.206218,https://api.elsevier.com/content/abstract/scopus_id/85197657058
Non-Destructive Measurement on Kwini Mango Fruit using Capacitive Sensing Technique at 250kHz to 2MHz for Ripeness Determination,Ariffin M.A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-05-01,10.37934/araset.47.1.123139,https://api.elsevier.com/content/abstract/scopus_id/85197655356
"Comparative Analysis of Deepfake Image Detection Method Using VGG16, VGG19 and ResNet50",Ashani Z.N.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-05-01,10.37934/araset.47.1.1628,https://api.elsevier.com/content/abstract/scopus_id/85197637396
Time Orient Acceleration Gait Pattern Based FOG Prediction on Parkinson Patients Using Deep Learning and Wearable Sensors,Jegadeesan E.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-05-01,10.37934/araset.47.1.219229,https://api.elsevier.com/content/abstract/scopus_id/85197627577
Novel Deep Learning Neural Networks for Breast Cancer Malignancy Estimation,Nivedhitha G.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-05-01,10.37934/araset.47.1.140151,https://api.elsevier.com/content/abstract/scopus_id/85197625181
A Prediction of Heart Disease using IoT based ThingSpeak Basis and Deep Learning Method,Begum S.S.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-05-01,10.37934/araset.47.1.166179,https://api.elsevier.com/content/abstract/scopus_id/85197598932
How Does Image Complexity Affect the Accuracy of an Interactive Image Segmentation Algorithm?,Goh K.L.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-05-01,10.37934/araset.47.1.94104,https://api.elsevier.com/content/abstract/scopus_id/85197595744
WCA: Integration of Natural Language Processing Methods and Machine Learning Model for Effective Analysis of Web Content to Classify Malicious Webpages,Liaquathali S.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-05-01,10.37934/araset.47.1.105122,https://api.elsevier.com/content/abstract/scopus_id/85197591854
The Inclusive Innovation of Blockchain in Securities Issuance: Reduced Inequalities of Investors,Ng P.S.J.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-05-01,10.37934/araset.46.2.188212,https://api.elsevier.com/content/abstract/scopus_id/85196650133
Enhanced Channel Estimation Performance-Based Intelligent Reflecting Surface Massive MIMO Systems,Abdelmaksoud A.I.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-05-01,10.37934/araset.46.2.263274,https://api.elsevier.com/content/abstract/scopus_id/85196631896
Optimization of Electrode Manufacturing Processes From the Perspective of Mechanical Properties,Li B.,Journal of Electrochemical Energy Conversion and Storage,2025-05-01,10.1115/1.4065380,https://api.elsevier.com/content/abstract/scopus_id/85195383712
MAX-DOAS observations of pollutant distribution and transboundary transport in typical regions of China,Ren H.,Journal of Environmental Sciences (China),2025-05-01,10.1016/j.jes.2024.04.024,https://api.elsevier.com/content/abstract/scopus_id/85192675132
"Research progress on secondary formation, photosensitive reaction mechanism and human health effects of chromophoric brown carbon",Chen B.,Journal of Environmental Sciences (China),2025-05-01,10.1016/j.jes.2024.04.003,https://api.elsevier.com/content/abstract/scopus_id/85190864902
Quantitative analysis of influencing factors to aerosol pH and its responses to PM<inf>2.5</inf> and O<inf>3</inf> pollution in a coastal city,Xu K.,Journal of Environmental Sciences (China),2025-05-01,10.1016/j.jes.2024.03.044,https://api.elsevier.com/content/abstract/scopus_id/85190760610
Development of an automated photolysis rates prediction system based on machine learning,Pan W.,Journal of Environmental Sciences (China),2025-05-01,10.1016/j.jes.2024.03.051,https://api.elsevier.com/content/abstract/scopus_id/85190724013
Health risks of rare earth elements exposure: Impact on mitochondrial DNA copy number and micronucleus frequency,Hong S.,Journal of Environmental Sciences (China),2025-05-01,10.1016/j.jes.2024.01.054,https://api.elsevier.com/content/abstract/scopus_id/85190503949
Interpreting hourly mass concentrations of PM<inf>2.5</inf> chemical components with an optimal deep-learning model,Li H.,Journal of Environmental Sciences (China),2025-05-01,10.1016/j.jes.2024.03.037,https://api.elsevier.com/content/abstract/scopus_id/85190453724
Characterization of size-resolved aerosol hygroscopicity and liquid water content in Nanjing of the Yangtze River Delta,Jiang Y.,Journal of Environmental Sciences (China),2025-05-01,10.1016/j.jes.2024.03.035,https://api.elsevier.com/content/abstract/scopus_id/85190344339
MXene-based materials for efficient applications in perovskite solar cells: A review,Li Y.,Journal of Materials Science and Technology,2025-04-20,10.1016/j.jmst.2024.07.022,https://api.elsevier.com/content/abstract/scopus_id/85203121837
State of the art and current trends on the metal corrosion and protection strategies in deep sea,Wu Y.,Journal of Materials Science and Technology,2025-04-20,10.1016/j.jmst.2024.07.026,https://api.elsevier.com/content/abstract/scopus_id/85202742864
Enhancing strength-ductility synergy in L1<inf>2</inf>-strengthened high-entropy alloys via microband and transformation induced plasticity,Li H.,Journal of Materials Science and Technology,2025-04-20,10.1016/j.jmst.2024.07.021,https://api.elsevier.com/content/abstract/scopus_id/85202150854
Ultrafine-grained refractory high-entropy alloy with oxygen control and high mechanical performance,Sun Y.,Journal of Materials Science and Technology,2025-04-20,10.1016/j.jmst.2024.07.017,https://api.elsevier.com/content/abstract/scopus_id/85202034737
Manipulating TWIP/TRIP via oxygen-doping to synergistically enhance strength and ductility of metastable beta titanium alloys,Gao Y.,Journal of Materials Science and Technology,2025-04-20,10.1016/j.jmst.2024.05.086,https://api.elsevier.com/content/abstract/scopus_id/85202012420
Optimizing strength-ductility in NiCoMn medium entropy alloys with atomic-scale rapid composition design,Gao Q.,Journal of Materials Science and Technology,2025-04-20,10.1016/j.jmst.2024.07.024,https://api.elsevier.com/content/abstract/scopus_id/85201879369
"Deformability, inherent mechanical properties and chemical bonding of Al<inf>11</inf>Nd<inf>3</inf> in Al-Nd target material",Wang X.Q.,Journal of Materials Science and Technology,2025-04-10,10.1016/j.jmst.2024.06.044,https://api.elsevier.com/content/abstract/scopus_id/85202183228
Carbon quantum dots and interfacial chemical bond synergistically modulated S-scheme Mn<inf>0.5</inf>Cd<inf>0.5</inf>S/BiOBr photocatalyst for efficient water purification,Li S.,Journal of Materials Science and Technology,2025-04-10,10.1016/j.jmst.2024.07.015,https://api.elsevier.com/content/abstract/scopus_id/85201747545
Advances in liquid-solid triboelectric nanogenerators and its applications,Xiang T.,Journal of Materials Science and Technology,2025-04-10,10.1016/j.jmst.2024.07.013,https://api.elsevier.com/content/abstract/scopus_id/85201747201
Perspectives on metal-organic framework-derived microwave absorption materials,Wang M.Q.,Journal of Materials Science and Technology,2025-04-10,10.1016/j.jmst.2024.07.009,https://api.elsevier.com/content/abstract/scopus_id/85201714082
Pharmacoinformatics-based prediction of Checkpoint kinase-1 inhibitors from Momordica charantia Linn. for cancer,Haripriya S.,Computational Biology and Chemistry,2025-04-01,10.1016/j.compbiolchem.2024.108286,https://api.elsevier.com/content/abstract/scopus_id/85210316131
Learning-based state estimation in distribution systems with limited real-time measurements,De la Varga J.G.,Electric Power Systems Research,2025-04-01,10.1016/j.epsr.2024.111268,https://api.elsevier.com/content/abstract/scopus_id/85210315391
Hybrid control system for cascaded H-bridge multi-level inverter based shunt active filter for photovoltaic generation,Karania N.,Electric Power Systems Research,2025-04-01,10.1016/j.epsr.2024.111248,https://api.elsevier.com/content/abstract/scopus_id/85210312417
The use of large language models for program repair,Zubair F.,Computer Standards and Interfaces,2025-04-01,10.1016/j.csi.2024.103951,https://api.elsevier.com/content/abstract/scopus_id/85210299377
Dysphagia-oriented non-Newtonian flow analysis of mayonnaise on different timescales using large amplitude oscillatory shear (LAOS) models,Wang P.,Food Hydrocolloids,2025-04-01,10.1016/j.foodhyd.2024.110867,https://api.elsevier.com/content/abstract/scopus_id/85210298763
Bifunctional nanomaterial enabled high-specific isolation of urinary exosomes for cervical cancer metabolomics analysis and biomarker discovery,Cao Y.,Talanta,2025-04-01,10.1016/j.talanta.2024.127280,https://api.elsevier.com/content/abstract/scopus_id/85210289327
SPNet: A Serial and Parallel Convolutional Neural Network algorithm for the cross-language coreference resolution,Jia Z.,Computer Speech and Language,2025-04-01,10.1016/j.csl.2024.101729,https://api.elsevier.com/content/abstract/scopus_id/85210287728
SEMACOL: Semantic-enhanced multi-scale approach for text-guided grayscale image colorization,Niu C.,Pattern Recognition,2025-04-01,10.1016/j.patcog.2024.111203,https://api.elsevier.com/content/abstract/scopus_id/85210285079
Integration of feature-based molecular networking and high-definition data-dependent acquisition for the comprehensive multicomponent characterization of Honghua Xiaoyao Tablet,Ma S.,Talanta,2025-04-01,10.1016/j.talanta.2024.127298,https://api.elsevier.com/content/abstract/scopus_id/85210284868
Ensemble adversarial training-based robust model for multi-horizon dynamic line rating forecasting against adversarial attacks,Alam N.,Electric Power Systems Research,2025-04-01,10.1016/j.epsr.2024.111289,https://api.elsevier.com/content/abstract/scopus_id/85210281661
Automated MRI quantification of pediatric abdominal adipose tissue using convolutional neural networks and novel total intensity maps,Suárez-García J.G.,Biomedical Signal Processing and Control,2025-04-01,10.1016/j.bspc.2024.107250,https://api.elsevier.com/content/abstract/scopus_id/85210280700
Exploring Latent Transferability of feature components,Wang Z.,Pattern Recognition,2025-04-01,10.1016/j.patcog.2024.111184,https://api.elsevier.com/content/abstract/scopus_id/85210272522
UM-CAM: Uncertainty-weighted multi-resolution class activation maps for weakly-supervised segmentation,Fu J.,Pattern Recognition,2025-04-01,10.1016/j.patcog.2024.111204,https://api.elsevier.com/content/abstract/scopus_id/85210135546
Structured multi-view k-means clustering,Zhang Z.,Pattern Recognition,2025-04-01,10.1016/j.patcog.2024.111113,https://api.elsevier.com/content/abstract/scopus_id/85210132315
Learning performance and physiological feedback-based evaluation for human–robot collaboration,Lin C.J.,Applied Ergonomics,2025-04-01,10.1016/j.apergo.2024.104425,https://api.elsevier.com/content/abstract/scopus_id/85210125727
Detection of oesophageal cancer based on the JS-DETR model,Zhang C.,Biomedical Signal Processing and Control,2025-04-01,10.1016/j.bspc.2024.107230,https://api.elsevier.com/content/abstract/scopus_id/85210124458
Genomics of insect natural enemies in agroecosystems,Ye X.,Current Opinion in Insect Science,2025-04-01,10.1016/j.cois.2024.101298,https://api.elsevier.com/content/abstract/scopus_id/85210123316
